State,Year,Month,Day,Rainfall (mm)
Kedah,2017,10,29,0.18
Kedah,2017,10,30,0.61
Kedah,2017,10,31,5.92
Kedah,2017,11,1,9.47
Kedah,2017,11,2,3.09
Kedah,2017,11,3,0.43
Kedah,2017,11,4,0.10
Kedah,2017,11,5,0.01
Kedah,2017,11,6,0.01
Kedah,2017,11,7,0.01
Kedah,2017,11,8,0.01
Kedah,2017,11,9,0.10
Kedah,2017,11,10,0.33
Kedah,2017,11,11,0.13
Kedah,2017,11,12,2.06
Kedah,2017,11,13,0.22
Kedah,2017,11,14,0.08
Kedah,2017,11,15,3.49
Kedah,2017,11,16,5.05
Kedah,2017,11,17,1.64
Kedah,2017,11,18,2.79
Kedah,2017,11,19,14.19
Kedah,2017,11,20,80.07
Kedah,2017,11,21,4.34
Kedah,2017,11,22,0.92
Kedah,2017,11,23,0.19
Kedah,2017,11,24,0.19
Kedah,2017,11,25,9.41
Kedah,2017,11,26,9.26
Kedah,2017,11,27,2.10
Kedah,2017,11,28,2.65
Kedah,2017,11,29,7.42
Kedah,2017,11,30,1.23
Kedah,2017,12,1,1.81
Kedah,2017,12,2,13.16
Kedah,2017,12,3,5.11
Kedah,2017,12,4,0.64
Kedah,2017,12,5,0.33
Kedah,2017,12,6,0.52
Kedah,2017,12,7,1.18
Kedah,2017,12,8,5.25
Kedah,2017,12,9,18.74
Kedah,2017,12,10,0.58
Kedah,2017,12,11,3.58
Kedah,2017,12,12,1.73
Kedah,2017,12,13,0.35
Kedah,2017,12,14,0.13
Kedah,2017,12,15,1.12
Kedah,2017,12,16,0.38
Kedah,2017,12,17,0.53
Kedah,2017,12,18,0.62
Kedah,2017,12,19,0.75
Kedah,2017,12,20,0.25
Kedah,2017,12,21,0.44
Kedah,2017,12,22,0.15
Kedah,2017,12,23,0.09
Kedah,2017,12,24,0.10
Kedah,2017,12,25,0.19
Kedah,2017,12,26,0.15
Kedah,2017,12,27,0.13
Kedah,2017,12,28,0.11
Kedah,2017,12,29,0.55
Kedah,2017,12,30,0.49
Kedah,2017,12,31,1.78
Kedah,2018,1,1,0.44
Kedah,2018,1,2,0.12
Kedah,2018,1,3,0.10
Kedah,2018,1,4,0.07
Kedah,2018,1,5,0.33
Kedah,2018,1,6,0.14
Kedah,2018,1,7,0.82
Kedah,2018,1,8,0.37
Kedah,2018,1,9,0.17
Kedah,2018,1,10,0.14
Kedah,2018,1,11,0.08
Kedah,2018,1,12,0.12
Kedah,2018,1,13,0.21
Kedah,2018,1,14,0.13
Kedah,2018,1,15,0.09
Kedah,2018,1,16,0.06
Kedah,2018,1,17,0.54
Kedah,2018,1,18,0.83
Kedah,2018,1,19,0.38
Kedah,2018,1,20,0.58
Kedah,2018,1,21,1.01
Kedah,2018,1,22,1.13
Kedah,2018,1,23,0.25
Kedah,2018,1,24,0.12
Kedah,2018,1,25,0.62
Kedah,2018,1,26,0.14
Kedah,2018,1,27,0.10
Kedah,2018,1,28,0.08
Kedah,2018,1,29,0.05
Kedah,2018,1,30,0.04
Kedah,2018,1,31,0.07
Kedah,2018,2,1,0.67
Kedah,2018,2,2,1.46
Kedah,2018,2,3,0.39
Kedah,2018,2,4,0.30
Kedah,2018,2,5,0.22
Kedah,2018,2,6,0.51
Kedah,2018,2,7,0.65
Kedah,2018,2,8,0.13
Kedah,2018,2,9,0.06
Kedah,2018,2,10,0.17
Kedah,2018,2,11,0.24
Kedah,2018,2,12,0.10
Kedah,2018,2,13,1.00
Kedah,2018,2,14,0.13
Kedah,2018,2,15,0.20
Kedah,2018,2,16,0.15
Kedah,2018,2,17,0.16
Kedah,2018,2,18,0.11
Kedah,2018,2,19,0.09
Kedah,2018,2,20,0.06
Kedah,2018,2,21,0.05
Kedah,2018,2,22,0.06
Kedah,2018,2,23,0.14
Kedah,2018,2,24,0.17
Kedah,2018,2,25,0.54
Kedah,2018,2,26,0.07
Kedah,2018,2,27,2.32
Kedah,2018,2,28,0.13
Kedah,2018,3,1,0.02
Kedah,2018,3,2,0.01
Kedah,2018,3,3,0.00
Kedah,2018,3,4,0.01
Kedah,2018,3,5,0.01
Kedah,2018,3,6,0.01
Kedah,2018,3,7,0.16
Kedah,2018,3,8,0.26
Kedah,2018,3,9,0.04
Kedah,2018,3,10,0.10
Kedah,2018,3,11,0.07
Kedah,2018,3,12,0.11
Kedah,2018,3,13,1.32
Kedah,2018,3,14,11.73
Kedah,2018,3,15,4.29
Kedah,2018,3,16,9.72
Kedah,2018,3,17,0.53
Kedah,2018,3,18,0.05
Kedah,2018,3,19,0.02
Kedah,2018,3,20,0.11
Kedah,2018,3,21,0.52
Kedah,2018,3,22,0.56
Kedah,2018,3,23,0.61
Kedah,2018,3,24,1.28
Kedah,2018,3,25,0.52
Kedah,2018,3,26,0.01
Kedah,2018,3,27,0.04
Kedah,2018,3,28,0.04
Kedah,2018,3,29,0.01
Kedah,2018,3,30,0.02
Kedah,2018,3,31,0.01
Kedah,2018,4,1,0.02
Kedah,2018,4,2,0.00
Kedah,2018,4,3,0.03
Kedah,2018,4,4,0.09
Kedah,2018,4,5,0.15
Kedah,2018,4,6,0.30
Kedah,2018,4,7,0.09
Kedah,2018,4,8,0.05
Kedah,2018,4,9,0.01
Kedah,2018,4,10,0.01
Kedah,2018,4,11,0.09
Kedah,2018,4,12,0.61
Kedah,2018,4,13,0.06
Kedah,2018,4,14,0.03
Kedah,2018,4,15,0.02
Kedah,2018,4,16,0.02
Kedah,2018,4,17,0.49
Kedah,2018,4,18,1.83
Kedah,2018,4,19,1.35
Kedah,2018,4,20,0.02
Kedah,2018,4,21,0.02
Kedah,2018,4,22,0.04
Kedah,2018,4,23,0.09
Kedah,2018,4,24,0.02
Kedah,2018,4,25,0.06
Kedah,2018,4,26,1.21
Kedah,2018,4,27,0.24
Kedah,2018,4,28,0.00
Kedah,2018,4,29,0.00
Kedah,2018,4,30,0.00
Kedah,2018,5,1,0.00
Kedah,2018,5,2,0.00
Kedah,2018,5,3,0.61
Kedah,2018,5,4,0.36
Kedah,2018,5,5,0.11
Kedah,2018,5,6,0.04
Kedah,2018,5,7,0.01
Kedah,2018,5,8,0.00
Kedah,2018,5,9,0.01
Kedah,2018,5,10,0.01
Kedah,2018,5,11,0.22
Kedah,2018,5,12,0.18
Kedah,2018,5,13,0.09
Kedah,2018,5,14,0.00
Kedah,2018,5,15,0.00
Kedah,2018,5,16,0.00
Kedah,2018,5,17,0.29
Kedah,2018,5,18,0.35
Kedah,2018,5,19,0.48
Kedah,2018,5,20,0.99
Kedah,2018,5,21,4.94
Kedah,2018,5,22,7.14
Kedah,2018,5,23,0.22
Kedah,2018,5,24,0.00
Kedah,2018,5,25,0.01
Kedah,2018,5,26,0.00
Kedah,2018,5,27,0.00
Kedah,2018,5,28,0.00
Kedah,2018,5,29,0.00
Kedah,2018,5,30,0.04
Kedah,2018,5,31,0.00
Kedah,2018,6,1,0.01
Kedah,2018,6,2,0.30
Kedah,2018,6,3,12.49
Kedah,2018,6,4,2.17
Kedah,2018,6,5,0.42
Kedah,2018,6,6,4.92
Kedah,2018,6,7,0.00
Kedah,2018,6,8,0.00
Kedah,2018,6,9,0.00
Kedah,2018,6,10,0.00
Kedah,2018,6,11,0.06
Kedah,2018,6,12,1.11
Kedah,2018,6,13,1.77
Kedah,2018,6,14,0.07
Kedah,2018,6,15,0.00
Kedah,2018,6,16,0.00
Kedah,2018,6,17,0.00
Kedah,2018,6,18,0.00
Kedah,2018,6,19,0.00
Kedah,2018,6,20,0.02
Kedah,2018,6,21,0.74
Kedah,2018,6,22,0.50
Kedah,2018,6,23,0.00
Kedah,2018,6,24,0.82
Kedah,2018,6,25,0.00
Kedah,2018,6,26,0.00
Kedah,2018,6,27,0.00
Kedah,2018,6,28,0.00
Kedah,2018,6,29,0.00
Kedah,2018,6,30,0.01
Kedah,2018,7,1,0.42
Kedah,2018,7,2,0.01
Kedah,2018,7,3,0.00
Kedah,2018,7,4,0.00
Kedah,2018,7,5,0.00
Kedah,2018,7,6,0.00
Kedah,2018,7,7,0.00
Kedah,2018,7,8,0.00
Kedah,2018,7,9,0.00
Kedah,2018,7,10,0.24
Kedah,2018,7,11,0.46
Kedah,2018,7,12,0.04
Kedah,2018,7,13,0.00
Kedah,2018,7,14,0.00
Kedah,2018,7,15,0.00
Kedah,2018,7,16,0.00
Kedah,2018,7,17,0.00
Kedah,2018,7,18,0.00
Kedah,2018,7,19,0.00
Kedah,2018,7,20,0.01
Kedah,2018,7,21,0.00
Kedah,2018,7,22,0.00
Kedah,2018,7,23,0.00
Kedah,2018,7,24,0.00
Kedah,2018,7,25,0.00
Kedah,2018,7,26,0.41
Kedah,2018,7,27,8.46
Kedah,2018,7,28,0.04
Kedah,2018,7,29,0.01
Kedah,2018,7,30,0.00
Kedah,2018,7,31,0.00
Kedah,2018,8,1,0.00
Kedah,2018,8,2,0.01
Kedah,2018,8,3,0.00
Kedah,2018,8,4,0.00
Kedah,2018,8,5,0.00
Kedah,2018,8,6,0.00
Kedah,2018,8,7,0.03
Kedah,2018,8,8,0.01
Kedah,2018,8,9,0.01
Kedah,2018,8,10,0.00
Kedah,2018,8,11,0.00
Kedah,2018,8,12,0.00
Kedah,2018,8,13,0.00
Kedah,2018,8,14,0.00
Kedah,2018,8,15,0.00
Kedah,2018,8,16,0.00
Kedah,2018,8,17,0.00
Kedah,2018,8,18,1.83
Kedah,2018,8,19,6.87
Kedah,2018,8,20,0.17
Kedah,2018,8,21,0.04
Kedah,2018,8,22,0.00
Kedah,2018,8,23,0.00
Kedah,2018,8,24,0.00
Kedah,2018,8,25,0.00
Kedah,2018,8,26,0.03
Kedah,2018,8,27,0.02
Kedah,2018,8,28,5.94
Kedah,2018,8,29,4.11
Kedah,2018,8,30,0.00
Kedah,2018,8,31,0.02
Kedah,2018,9,1,0.02
Kedah,2018,9,2,0.01
Kedah,2018,9,3,0.00
Kedah,2018,9,4,0.00
Kedah,2018,9,5,0.25
Kedah,2018,9,6,1.47
Kedah,2018,9,7,1.64
Kedah,2018,9,8,0.29
Kedah,2018,9,9,0.05
Kedah,2018,9,10,0.11
Kedah,2018,9,11,2.73
Kedah,2018,9,12,17.72
Kedah,2018,9,13,76.59
Kedah,2018,9,14,28.40
Kedah,2018,9,15,2.50
Kedah,2018,9,16,0.00
Kedah,2018,9,17,0.00
Kedah,2018,9,18,0.00
Kedah,2018,9,19,0.01
Kedah,2018,9,20,12.46
Kedah,2018,9,21,46.33
Kedah,2018,9,22,67.53
Kedah,2018,9,23,2.97
Kedah,2018,9,24,2.03
Kedah,2018,9,25,1.68
Kedah,2018,9,26,0.01
Kedah,2018,9,27,0.00
Kedah,2018,9,28,0.15
Kedah,2018,9,29,0.42
Kedah,2018,9,30,0.07
Kedah,2018,10,1,0.00
Kedah,2018,10,2,0.00
Kedah,2018,10,3,0.00
Kedah,2018,10,4,0.01
Kedah,2018,10,5,0.94
Kedah,2018,10,6,0.39
Kedah,2018,10,7,0.01
Kedah,2018,10,8,1.18
Kedah,2018,10,9,2.79
Kedah,2018,10,10,5.17
Kedah,2018,10,11,5.18
Kedah,2018,10,12,2.56
Kedah,2018,10,13,0.71
Kedah,2018,10,14,0.41
Kedah,2018,10,15,0.16
Kedah,2018,10,16,0.03
Kedah,2018,10,17,0.11
Kedah,2018,10,18,0.57
Kedah,2018,10,19,0.96
Kedah,2018,10,20,0.05
Kedah,2018,10,21,0.23
Kedah,2018,10,22,11.27
Kedah,2018,10,23,63.73
Kedah,2018,10,24,11.77
Kedah,2018,10,25,0.30
Kedah,2018,10,26,0.11
Kedah,2018,10,27,0.01
Kedah,2018,10,28,5.79
Kedah,2018,10,29,33.84
Kedah,2018,10,30,26.06
Kedah,2018,10,31,106.76
Kedah,2018,11,1,39.23
Kedah,2018,11,2,0.85
Kedah,2018,11,3,0.52
Kedah,2018,11,4,0.47
Kedah,2018,11,5,26.48
Kedah,2018,11,6,4.62
Kedah,2018,11,7,8.68
Kedah,2018,11,8,0.64
Kedah,2018,11,9,1.37
Kedah,2018,11,10,2.56
Kedah,2018,11,11,0.38
Kedah,2018,11,12,5.47
Kedah,2018,11,13,18.62
Kedah,2018,11,14,0.83
Kedah,2018,11,15,5.52
Kedah,2018,11,16,4.42
Kedah,2018,11,17,0.65
Kedah,2018,11,18,0.21
Kedah,2018,11,19,0.20
Kedah,2018,11,20,0.59
Kedah,2018,11,21,0.84
Kedah,2018,11,22,6.08
Kedah,2018,11,23,3.99
Kedah,2018,11,24,4.98
Kedah,2018,11,25,5.80
Kedah,2018,11,26,2.00
Kedah,2018,11,27,0.40
Kedah,2018,11,28,3.41
Kedah,2018,11,29,2.98
Kedah,2018,11,30,10.75
Kedah,2018,12,1,13.33
Kedah,2018,12,2,1.14
Kedah,2018,12,3,0.27
Kedah,2018,12,4,0.03
Kedah,2018,12,5,0.00
Kedah,2018,12,6,0.37
Kedah,2018,12,7,2.76
Kedah,2018,12,8,0.20
Kedah,2018,12,9,0.94
Kedah,2018,12,10,2.70
Kedah,2018,12,11,3.95
Kedah,2018,12,12,0.44
Kedah,2018,12,13,0.44
Kedah,2018,12,14,0.15
Kedah,2018,12,15,0.26
Kedah,2018,12,16,0.33
Kedah,2018,12,17,0.21
Kedah,2018,12,18,0.16
Kedah,2018,12,19,0.23
Kedah,2018,12,20,0.26
Kedah,2018,12,21,0.34
Kedah,2018,12,22,0.46
Kedah,2018,12,23,0.24
Kedah,2018,12,24,3.39
Kedah,2018,12,25,3.72
Kedah,2018,12,26,6.52
Kedah,2018,12,27,1.38
Kedah,2018,12,28,3.14
Kedah,2018,12,29,6.19
Kedah,2018,12,30,1.45
Kedah,2018,12,31,0.41
Kedah,2019,1,1,0.17
Kedah,2019,1,2,0.71
Kedah,2019,1,3,0.58
Kedah,2019,1,4,0.31
Kedah,2019,1,5,0.21
Kedah,2019,1,6,0.12
Kedah,2019,1,7,0.11
Kedah,2019,1,8,0.15
Kedah,2019,1,9,0.07
Kedah,2019,1,10,0.09
Kedah,2019,1,11,0.11
Kedah,2019,1,12,0.11
Kedah,2019,1,13,0.13
Kedah,2019,1,14,0.07
Kedah,2019,1,15,0.36
Kedah,2019,1,16,1.19
Kedah,2019,1,17,1.12
Kedah,2019,1,18,0.10
Kedah,2019,1,19,0.17
Kedah,2019,1,20,0.27
Kedah,2019,1,21,0.59
Kedah,2019,1,22,0.21
Kedah,2019,1,23,0.31
Kedah,2019,1,24,0.35
Kedah,2019,1,25,0.37
Kedah,2019,1,26,0.16
Kedah,2019,1,27,0.08
Kedah,2019,1,28,0.12
Kedah,2019,1,29,0.09
Kedah,2019,1,30,0.23
Kedah,2019,1,31,0.25
Kedah,2019,2,1,1.11
Kedah,2019,2,2,0.58
Kedah,2019,2,3,0.14
Kedah,2019,2,4,6.52
Kedah,2019,2,5,1.19
Kedah,2019,2,6,0.16
Kedah,2019,2,7,0.27
Kedah,2019,2,8,0.37
Kedah,2019,2,9,0.07
Kedah,2019,2,10,0.75
Kedah,2019,2,11,0.26
Kedah,2019,2,12,0.52
Kedah,2019,2,13,0.19
Kedah,2019,2,14,1.35
Kedah,2019,2,15,0.17
Kedah,2019,2,16,0.12
Kedah,2019,2,17,0.35
Kedah,2019,2,18,0.75
Kedah,2019,2,19,0.11
Kedah,2019,2,20,0.05
Kedah,2019,2,21,0.05
Kedah,2019,2,22,0.02
Kedah,2019,2,23,0.02
Kedah,2019,2,24,0.13
Kedah,2019,2,25,0.29
Kedah,2019,2,26,0.12
Kedah,2019,2,27,0.36
Kedah,2019,2,28,0.08
Kedah,2019,3,1,0.08
Kedah,2019,3,2,0.54
Kedah,2019,3,3,0.20
Kedah,2019,3,4,0.13
Kedah,2019,3,5,0.97
Kedah,2019,3,6,0.07
Kedah,2019,3,7,0.30
Kedah,2019,3,8,0.45
Kedah,2019,3,9,0.34
Kedah,2019,3,10,0.05
Kedah,2019,3,11,0.00
Kedah,2019,3,12,0.03
Kedah,2019,3,13,0.32
Kedah,2019,3,14,0.37
Kedah,2019,3,15,0.12
Kedah,2019,3,16,0.38
Kedah,2019,3,17,0.27
Kedah,2019,3,18,0.31
Kedah,2019,3,19,0.08
Kedah,2019,3,20,0.49
Kedah,2019,3,21,0.12
Kedah,2019,3,22,0.02
Kedah,2019,3,23,0.00
Kedah,2019,3,24,0.36
Kedah,2019,3,25,0.40
Kedah,2019,3,26,0.05
Kedah,2019,3,27,0.00
Kedah,2019,3,28,0.00
Kedah,2019,3,29,0.01
Kedah,2019,3,30,1.67
Kedah,2019,3,31,0.07
Kedah,2019,4,1,0.03
Kedah,2019,4,2,1.80
Kedah,2019,4,3,1.94
Kedah,2019,4,4,0.66
Kedah,2019,4,5,0.15
Kedah,2019,4,6,0.08
Kedah,2019,4,7,0.01
Kedah,2019,4,8,0.01
Kedah,2019,4,9,0.00
Kedah,2019,4,10,0.00
Kedah,2019,4,11,0.00
Kedah,2019,4,12,0.01
Kedah,2019,4,13,0.01
Kedah,2019,4,14,0.07
Kedah,2019,4,15,0.04
Kedah,2019,4,16,0.68
Kedah,2019,4,17,0.06
Kedah,2019,4,18,0.13
Kedah,2019,4,19,0.02
Kedah,2019,4,20,0.03
Kedah,2019,4,21,0.02
Kedah,2019,4,22,0.10
Kedah,2019,4,23,0.33
Kedah,2019,4,24,0.97
Kedah,2019,4,25,0.15
Kedah,2019,4,26,0.01
Kedah,2019,4,27,0.00
Kedah,2019,4,28,0.00
Kedah,2019,4,29,0.01
Kedah,2019,4,30,0.09
Kedah,2019,5,1,0.22
Kedah,2019,5,2,0.70
Kedah,2019,5,3,0.24
Kedah,2019,5,4,0.00
Kedah,2019,5,5,0.00
Kedah,2019,5,6,0.00
Kedah,2019,5,7,0.08
Kedah,2019,5,8,1.21
Kedah,2019,5,9,0.18
Kedah,2019,5,10,0.40
Kedah,2019,5,11,0.35
Kedah,2019,5,12,0.26
Kedah,2019,5,13,0.29
Kedah,2019,5,14,0.74
Kedah,2019,5,15,0.86
Kedah,2019,5,16,3.36
Kedah,2019,5,17,1.12
Kedah,2019,5,18,1.37
Kedah,2019,5,19,0.55
Kedah,2019,5,20,0.74
Kedah,2019,5,21,0.07
Kedah,2019,5,22,4.35
Kedah,2019,5,23,4.75
Kedah,2019,5,24,0.48
Kedah,2019,5,25,2.00
Kedah,2019,5,26,0.63
Kedah,2019,5,27,0.41
Kedah,2019,5,28,1.82
Kedah,2019,5,29,4.45
Kedah,2019,5,30,1.50
Kedah,2019,5,31,0.06
Kedah,2019,6,1,0.00
Kedah,2019,6,2,0.00
Kedah,2019,6,3,0.00
Kedah,2019,6,4,0.00
Kedah,2019,6,5,0.00
Kedah,2019,6,6,0.07
Kedah,2019,6,7,0.00
Kedah,2019,6,8,0.00
Kedah,2019,6,9,0.00
Kedah,2019,6,10,0.00
Kedah,2019,6,11,0.00
Kedah,2019,6,12,0.00
Kedah,2019,6,13,0.13
Kedah,2019,6,14,0.03
Kedah,2019,6,15,0.00
Kedah,2019,6,16,0.04
Kedah,2019,6,17,0.01
Kedah,2019,6,18,1.91
Kedah,2019,6,19,0.76
Kedah,2019,6,20,0.09
Kedah,2019,6,21,0.16
Kedah,2019,6,22,0.08
Kedah,2019,6,23,0.00
Kedah,2019,6,24,0.41
Kedah,2019,6,25,22.54
Kedah,2019,6,26,3.06
Kedah,2019,6,27,4.71
Kedah,2019,6,28,1.03
Kedah,2019,6,29,0.00
Kedah,2019,6,30,0.00
Kedah,2019,7,1,0.07
Kedah,2019,7,2,0.00
Kedah,2019,7,3,0.00
Kedah,2019,7,4,1.91
Kedah,2019,7,5,0.32
Kedah,2019,7,6,0.02
Kedah,2019,7,7,0.00
Kedah,2019,7,8,0.00
Kedah,2019,7,9,0.00
Kedah,2019,7,10,0.06
Kedah,2019,7,11,0.57
Kedah,2019,7,12,0.00
Kedah,2019,7,13,0.00
Kedah,2019,7,14,0.00
Kedah,2019,7,15,0.02
Kedah,2019,7,16,0.00
Kedah,2019,7,17,0.00
Kedah,2019,7,18,0.00
Kedah,2019,7,19,0.00
Kedah,2019,7,20,0.79
Kedah,2019,7,21,0.02
Kedah,2019,7,22,1.30
Kedah,2019,7,23,3.49
Kedah,2019,7,24,5.49
Kedah,2019,7,25,0.00
Kedah,2019,7,26,0.04
Kedah,2019,7,27,0.48
Kedah,2019,7,28,2.72
Kedah,2019,7,29,0.00
Kedah,2019,7,30,0.01
Kedah,2019,7,31,0.10
Kedah,2019,8,1,0.21
Kedah,2019,8,2,0.12
Kedah,2019,8,3,0.05
Kedah,2019,8,4,0.05
Kedah,2019,8,5,0.04
Kedah,2019,8,6,0.01
Kedah,2019,8,7,0.01
Kedah,2019,8,8,0.02
Kedah,2019,8,9,0.01
Kedah,2019,8,10,0.01
Kedah,2019,8,11,0.00
Kedah,2019,8,12,0.01
Kedah,2019,8,13,1.87
Kedah,2019,8,14,4.61
Kedah,2019,8,15,0.01
Kedah,2019,8,16,0.00
Kedah,2019,8,17,0.00
Kedah,2019,8,18,0.01
Kedah,2019,8,19,0.62
Kedah,2019,8,20,2.98
Kedah,2019,8,21,0.67
Kedah,2019,8,22,0.28
Kedah,2019,8,23,0.16
Kedah,2019,8,24,0.47
Kedah,2019,8,25,0.15
Kedah,2019,8,26,0.00
Kedah,2019,8,27,0.00
Kedah,2019,8,28,0.00
Kedah,2019,8,29,0.00
Kedah,2019,8,30,0.00
Kedah,2019,8,31,0.00
Kedah,2019,9,1,0.00
Kedah,2019,9,2,12.96
Kedah,2019,9,3,4.07
Kedah,2019,9,4,0.35
Kedah,2019,9,5,0.87
Kedah,2019,9,6,0.27
Kedah,2019,9,7,0.09
Kedah,2019,9,8,0.02
Kedah,2019,9,9,2.08
Kedah,2019,9,10,2.31
Kedah,2019,9,11,0.05
Kedah,2019,9,12,0.04
Kedah,2019,9,13,0.05
Kedah,2019,9,14,0.00
Kedah,2019,9,15,0.00
Kedah,2019,9,16,0.00
Kedah,2019,9,17,0.00
Kedah,2019,9,18,0.00
Kedah,2019,9,19,0.00
Kedah,2019,9,20,0.00
Kedah,2019,9,21,0.00
Kedah,2019,9,22,0.00
Kedah,2019,9,23,0.00
Kedah,2019,9,24,0.00
Kedah,2019,9,25,0.00
Kedah,2019,9,26,0.00
Kedah,2019,9,27,0.00
Kedah,2019,9,28,0.28
Kedah,2019,9,29,3.15
Kedah,2019,9,30,0.03
Kedah,2019,10,1,0.00
Kedah,2019,10,2,0.00
Kedah,2019,10,3,0.04
Kedah,2019,10,4,0.35
Kedah,2019,10,5,0.68
Kedah,2019,10,6,2.20
Kedah,2019,10,7,3.15
Kedah,2019,10,8,7.31
Kedah,2019,10,9,2.04
Kedah,2019,10,10,3.31
Kedah,2019,10,11,4.01
Kedah,2019,10,12,4.46
Kedah,2019,10,13,9.49
Kedah,2019,10,14,1.88
Kedah,2019,10,15,0.19
Kedah,2019,10,16,0.04
Kedah,2019,10,17,0.03
Kedah,2019,10,18,0.00
Kedah,2019,10,19,0.01
Kedah,2019,10,20,0.01
Kedah,2019,10,21,2.03
Kedah,2019,10,22,0.18
Kedah,2019,10,23,0.55
Kedah,2019,10,24,2.75
Kedah,2019,10,25,0.88
Kedah,2019,10,26,0.12
Kedah,2019,10,27,0.00
Kedah,2019,10,28,0.00
Kedah,2019,10,29,0.36
Kedah,2019,10,30,0.21
Kedah,2019,10,31,0.00
Kedah,2019,11,1,0.01
Kedah,2019,11,2,0.01
Kedah,2019,11,3,0.06
Kedah,2019,11,4,0.04
Kedah,2019,11,5,0.09
Kedah,2019,11,6,0.09
Kedah,2019,11,7,3.36
Kedah,2019,11,8,0.13
Kedah,2019,11,9,0.57
Kedah,2019,11,10,19.12
Kedah,2019,11,11,4.54
Kedah,2019,11,12,29.28
Kedah,2019,11,13,62.12
Kedah,2019,11,14,41.58
Kedah,2019,11,15,0.51
Kedah,2019,11,16,0.43
Kedah,2019,11,17,2.17
Kedah,2019,11,18,2.09
Kedah,2019,11,19,6.89
Kedah,2019,11,20,1.97
Kedah,2019,11,21,3.22
Kedah,2019,11,22,8.29
Kedah,2019,11,23,9.20
Kedah,2019,11,24,0.09
Kedah,2019,11,25,0.56
Kedah,2019,11,26,0.25
Kedah,2019,11,27,0.20
Kedah,2019,11,28,0.33
Kedah,2019,11,29,0.32
Kedah,2019,11,30,0.15
Kedah,2019,12,1,0.22
Kedah,2019,12,2,0.10
Kedah,2019,12,3,0.07
Kedah,2019,12,4,0.05
Kedah,2019,12,5,0.50
Kedah,2019,12,6,0.18
Kedah,2019,12,7,0.13
Kedah,2019,12,8,0.09
Kedah,2019,12,9,1.13
Kedah,2019,12,10,0.91
Kedah,2019,12,11,0.24
Kedah,2019,12,12,1.04
Kedah,2019,12,13,28.56
Kedah,2019,12,14,1.44
Kedah,2019,12,15,3.05
Kedah,2019,12,16,10.38
Kedah,2019,12,17,2.71
Kedah,2019,12,18,6.48
Kedah,2019,12,19,2.11
Kedah,2019,12,20,0.81
Kedah,2019,12,21,0.31
Kedah,2019,12,22,0.11
Kedah,2019,12,23,0.18
Kedah,2019,12,24,0.35
Kedah,2019,12,25,0.31
Kedah,2019,12,26,0.21
Kedah,2019,12,27,0.12
Kedah,2019,12,28,0.09
Kedah,2019,12,29,0.03
Kedah,2019,12,30,0.03
Kedah,2019,12,31,0.13
Kedah,2020,1,1,0.13
Kedah,2020,1,2,0.04
Kedah,2020,1,3,0.08
Kedah,2020,1,4,0.25
Kedah,2020,1,5,0.40
Kedah,2020,1,6,1.19
Kedah,2020,1,7,0.31
Kedah,2020,1,8,0.23
Kedah,2020,1,9,0.10
Kedah,2020,1,10,0.41
Kedah,2020,1,11,0.17
Kedah,2020,1,12,0.05
Kedah,2020,1,13,0.29
Kedah,2020,1,14,0.40
Kedah,2020,1,15,0.23
Kedah,2020,1,16,0.12
Kedah,2020,1,17,0.51
Kedah,2020,1,18,0.43
Kedah,2020,1,19,0.10
Kedah,2020,1,20,0.10
Kedah,2020,1,21,0.09
Kedah,2020,1,22,0.13
Kedah,2020,1,23,0.09
Kedah,2020,1,24,0.05
Kedah,2020,1,25,0.07
Kedah,2020,1,26,0.10
Kedah,2020,1,27,0.36
Kedah,2020,1,28,0.16
Kedah,2020,1,29,0.13
Kedah,2020,1,30,0.09
Kedah,2020,1,31,0.08
Kedah,2020,2,1,0.09
Kedah,2020,2,2,0.09
Kedah,2020,2,3,0.05
Kedah,2020,2,4,0.03
Kedah,2020,2,5,0.04
Kedah,2020,2,6,0.02
Kedah,2020,2,7,0.08
Kedah,2020,2,8,1.66
Kedah,2020,2,9,0.45
Kedah,2020,2,10,0.96
Kedah,2020,2,11,3.09
Kedah,2020,2,12,0.41
Kedah,2020,2,13,0.68
Kedah,2020,2,14,0.70
Kedah,2020,2,15,0.15
Kedah,2020,2,16,0.04
Kedah,2020,2,17,0.07
Kedah,2020,2,18,0.25
Kedah,2020,2,19,1.04
Kedah,2020,2,20,0.35
Kedah,2020,2,21,3.11
Kedah,2020,2,22,1.40
Kedah,2020,2,23,1.34
Kedah,2020,2,24,0.38
Kedah,2020,2,25,0.05
Kedah,2020,2,26,0.00
Kedah,2020,2,27,0.00
Kedah,2020,2,28,0.01
Kedah,2020,2,29,0.01
Kedah,2020,3,1,0.01
Kedah,2020,3,2,0.02
Kedah,2020,3,3,0.10
Kedah,2020,3,4,0.62
Kedah,2020,3,5,0.80
Kedah,2020,3,6,7.10
Kedah,2020,3,7,12.28
Kedah,2020,3,8,0.30
Kedah,2020,3,9,0.02
Kedah,2020,3,10,0.09
Kedah,2020,3,11,0.03
Kedah,2020,3,12,0.01
Kedah,2020,3,13,0.00
Kedah,2020,3,14,0.01
Kedah,2020,3,15,0.04
Kedah,2020,3,16,0.08
Kedah,2020,3,17,0.17
Kedah,2020,3,18,0.10
Kedah,2020,3,19,0.33
